rating,title,text,price,review_date
93.0,Hung Farm,"Subtly complex, delicately sweet. Red plum, hazelnut, agave syrup, honeysuckle, fresh-cut oak in aroma and cup. Balanced structure with pert acidity; full, syrupy mouthfeel. The gently fruit-toned finish is supported by hazelnut and oak notes.",Price: $22.00/12 ounces, Sep 2021
92.0,Brazil Peixoto Peaberry,"Richly sweet, deeply nut-toned. Almond butter, cane sugar, orange zest, date, a hint of magnolia in aroma and cup. Sweet structure with gentle, round acidity; crisp, satiny mouthfeel. The quiet, sweet finish that leads with notes of almond butter and date.",Price: $13.01/12.64 ounces, Sep 2021
93.0,Ethiopia Guji Hambela Wate 74110/74112/74158 Mini Natural,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Crisply chocolaty, sweet-toned. Baking chocolate, orange zest, almond, rhododendron, fresh-cut oak in aroma and small cup. Satiny-smooth mouthfeel; gently drying, cocoa-toned finish. In three parts, milk, crisply sweet and chocolaty with pleasing rhododendron notes.",$280/10 capsules, Sep 2021
92.0,Kenya Muranga Riakiberu,"Deeply sweet, citrus-toned. Magnolia, tangerine zest, caramel, baking chocolate, lemon-thyme in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The delicate finish centers around notes of baking chocolate and tangerine zest.",Price: $24.00/12 ounces, Sep 2021
95.0,Mama Cata Mokkita,"Rich, resonant, lyrically juicy. Dark chocolate, dried white peach, lilac, myrrh, ginseng in aroma and cup. Balanced, high-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. Long, lingering, integrated finish fulfills the promise of the cup.",Price: $80.00/12 ounces, Sep 2021
94.0,Kenya Karatina,"Deeply sweet-savory, intricate, inviting. Black currant, cocoa nib, lemon verbena, fresh-cut oak, Nutella in aroma and cup. Balanced, sweetly tart structure with juicy-bright acidity; plush, satiny mouthfeel. The finish consolidates to lasting black currant and Nutella notes.",Price: $23.50/12 ounces, Sep 2021
94.0,La Reforma El Salvador Natural,"Complex, cleanly fruit-forward. Raspberry coulis, cocoa nib, hazelnut butter, lilac, sandalwood in aroma and cup. Bright, sweetly tart structure with juicy acidity; delicate, silky-smooth mouthfeel. The resonant finish consolidates to notes of raspberry and hazelnut with sandalwood undertones.",Price: $20.50/12 ounces, Sep 2021
93.0,Ethiopia Gogogu Bekaka #4,"Bright, richly floral-toned. Wisteria, cocoa nib, tangerine zest, almond nougat, sandalwood in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel. The satisfying finish leads with notes of wisteria and tangerine, rounding to almond nougat and sandalwood in the long.",Price: $16.00/12 ounces, Sep 2021
92.0,Congo Umoja,"Richly cocoa-toned. Cocoa nib, cashew butter, lily, lemon verbena, date in aroma and cup. Sweet-toned with mild acidity; plush, syrupy mouthfeel. Cocoa- and nut-driven finish.",Price: $15.95/12 ounces, Sep 2021
93.0,Tanzania Ngila Estate,"Vibrantly sweet-savory. Red currant, toffee, hop flowers, marjoram, lemon verbena in aroma and cup. Richly bittersweet, balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. Gentle finish with notes of red currant and marjoram.",Price: $25.00/12 ounces, Sep 2021
93.0,Mexico Pluma Hidalgo,"Rich-toned, deeply sweet. Dried apricot, molasses, almond brittle, freesia-like flowers, cedar in aroma and cup. Sweet structure with gently brisk acidity; very full, syrupy-smooth mouthfeel. Sweetly nut-toned, long finish with notes of almond brittle and molasses.",Price: $23.50/12 ounces, Sep 2021
92.0,Bella Carmona Guatemala,"Richly sweet-savory, citrus-toned. Tangerine zest, maple syrup, pistachio, rhododendron, baking chocolate in aroma and cup. Balanced structure with gentle, round acidity; full, lightly syrupy mouthfeel. The quiet finish is carried by notes of baking chocolate and pistachio.",Price: $17.00/12 ounces, Sep 2021
92.0,Pluma Hidalgo Mexico,"Crisply sweet-tart. Almond butter, yellow plum, milk chocolate, clover flowers, a hint of thyme in aroma and cup. Sweet-toned structure with mild acidity; satiny, delicate mouthfeel. The sweetly nut-toned finish is supported by notes of chocolate and thyme.",Price: $16.00/12 ounces, Sep 2021
93.0,Kenya 168,"Crisply sweet-savory. Date, hop flowers, tamarind, oak, cane sugar in aroma and cup. Richly bittersweet structure with lively acidity; velvety-smooth mouthfeel. Sweetly tart finish leads with tamarind notes, supported by sweet aromatic wood.",$260/200 grams, Sep 2021
93.0,Kenya SHI,"Richly sweet-tart. Black currant, almond, cocoa nib, freesia, maple syrup, cedar in aroma and cup. Brightly sweet structure with juicy acidity; crisp, satiny mouthfeel. Nut-toned finish with cedar undertones.",$260/200 grams, Sep 2021
92.0,Rwanda Abakundakawa,"Sweet-toned, gently floral. Baking chocolate, honeysuckle, almond, fresh-cut fir, brown sugar in aroma and cup. Sweet structure with brisk acidity; full, velvety mouthfeel. Gently drying, wood-framed finish with undertones of baking chocolate and almond.",Price: $15.95/12 ounces, Sep 2021
92.0,Hero Blend Espresso,"Evaluated as espresso. Deep-toned, chocolaty, fruit-forward. Chocolate fudge, ripe blueberry, fir, molasses, gardenia in aroma and small cup. Crisp, velvety mouthfeel; chocolaty finish supported by notes of fresh-cut fir. In three parts milk richly fruit-centered with blueberry and chocolate fudge notes front and center.",$250/227 grams, Sep 2021
91.0,House Blend,"Richly chocolaty, floral-toned. Dark chocolate, magnolia, almond, caramel, cedar in aroma and cup. Sweet structure with mild acidity; delicate, velvety mouthfeel. A simple finish consolidates to notes of cedar and almond.",Price: $10.99/10.5 ounces, Sep 2021
90.0,Breakfast Blend,"Crisply cocoa-toned. Baking chocolate, almond nougat, carnation, golden raisin, cedar in aroma and cup. Sweet-toned with brisk acidity; silky-smooth mouthfeel. Nut-toned finish with hints of baking chocolate and golden raisin.",Price: $10.99/10.5 ounces, Sep 2021
92.0,El Salvador Finca Hungria,"Sweetly nut-toned. Hazelnut, red apple, baking chocolate, magnolia, molasses in aroma and cup. Sweet structure with gentle, round acidity; crisp, lightly satiny mouthfeel. Nut-toned finish with crisp chocolate undertones.",Price: $14.95/12 ounces, Sep 2021
94.0,Panama Geisha,"Confident, balanced, bright. Lilac, cocoa nib, red plum, sandalwood, maple syrup in aroma and cup. Richly sweet structure with juicy, vibrant acidity; very full, syrupy-smooth mouthfeel. Crisp, smooth finish centered around notes of cocoa nib and sandalwood with lilac and plum undertones.",$1780/250 grams, Sep 2021
92.0,Brazil COE,"Gently fruit-toned, sweetly earthy. Golden raisin, hazelnut, freesia-like flowers, cedar, fresh leather in aroma and cup. Sweet-savory with round, fruity acidity; crisp, velvety mouthfeel. Finish consolidates to notes of golden raisin and fresh leather.",$570/250 grams, Sep 2021
90.0,Alishan Taiwan,"Crisply cocoa-toned. Baking chocolate, magnolia, pie cherry, oak, cane sugar in aroma and cup. Sweet structure with brisk acidity; crisp, silky mouthfeel. Cocoa-driven finish with undertones of oak and cane sugar.",$1580/250 grams, Sep 2021
96.0,Guatemala COE-NW#2 Sierra Roja Geisha Washed,"Complex, multi-layered, richly floral-toned. Lilac, rose hips, tangerine zest, Marcona almond, cocoa nib in aroma and cup. Balanced, high-toned structure with lyrically vibrant acidity; plush, very syrupy mouthfeel. Long, lingering, flavor-saturated finish that carries through on the promise of the cup.",$600/100 grams, Sep 2021
94.0,Guatemala La Voz,"Bright, juicy, balanced. Pink grapefruit zest, dark chocolate, candy apple, freesia-like flowers, cedar in aroma and cup. Sweet-tart structure with lively acidity; silky, viscous mouthfeel. Chocolaty, citrus-toned finish supported by notes of fresh-cut cedar.",Price: $21.00/12 ounces, Sep 2021
93.0,Guatemala El Injerto Pacamara,"Nuanced, richly bittersweet. Dark chocolate, hop flowers, apricot, brown sugar, sandalwood in aroma and cup. Sweet-savory structure with crisp, round acidity; satiny-smooth mouthfeel. Chocolaty finish with undertones of apricot and sandalwood.",Price: $19.00/6 ounces, Sep 2021
93.0,Guatemala Geisha,"Intensely fruit-centered, bright. Passion fruit, cocoa nib, ginger blossom, oak, lime zest in aroma and cup. Tart-leaning structure with citrusy acidity; crisp, velvety mouthfeel. Quietly fruit-driven finish.",$1200/225 grams, Sep 2021
93.0,Guatemala Finca El Principito Yellow Catuai,"Cocoa-and spice-toned. Cocoa powder, black cherry, fresh-cut oak, pistachio, baking spices in aroma and cup. Sweet structure with balanced acidity; full, syrupy mouthfeel. The finish is nutty and cocoa-driven, supported by notes of black cherry and oak.",$260/8 ounces, Sep 2021
93.0,Guatemala El Mirador,"Deeply sweet-savory, chocolate-toned. Dark chocolate, pear, praline, magnolia, a hint of thyme in aroma and cup. Sweet-savory structure with gentle, round acidity; plush, syrupy mouthfeel. The gently drying finish is very chocolaty with undertones of praline and magnolia.",Price: $19.00/12 ounces, Sep 2021
93.0,Guatemala Pache,"Vibrantly sweet, subtly complex. Apricot, baking chocolate, hazelnut, hyacinth, cane sugar in aroma and cup. Sweetly tart structure with pert acidity; smooth, syrupy mouthfeel. Cocoa-toned finish supported by notes of stone fruit and hazelnut.",Price: $12.00/8 ounces, Sep 2021
92.0,Guatemala Finca San Gerardo,"Richly sweet, deep-toned. Honeysuckle, date, hazelnut, agave syrup, cedar in aroma and cup. Crisply sweet structure with soft acidity; crisply satiny mouthfeel. The floral-toned finish leads with notes of honeysuckle and hazelnut rounding to sweet date and cedar in the long.",Price: $15.00/12 ounces, Sep 2021
92.0,Guatemala Finca Granada Natural,"Briskly sweet-savory. Pie cherry, lavender, cocoa nib, cashew butter, apple blossom in aroma and cup. Richly bittersweet structure lifted by juicy acidity; smooth, satiny mouthfeel. The crisp finish consolidates to cocoa nib and cashew.",Price: $25.00/8 ounces, Sep 2021
92.0,Acatenango Pacamara Natural,"Cleanly fruit-forward, chocolaty. Dark chocolate, dried persimmon, halvah, cedar, honey in aroma and cup. Gently bittersweet structure with brisk acidity; very full, syrupy-smooth mouthfeel. Fruit- and chocolate-toned finish, crisp and long.",$650/227 grams, Sep 2021
94.0,Cafe Granja La Esperanza Sudan Rume,"Multi-layered, rich, intricately sweet. Lemon balm, apricot, cardamom, cocoa nib, freesia-like flowers in aroma and cup. Sweetly tart with vibrant, juicy acidity; rich, syrupy mouthfeel. The finish leads with notes of lemon and cardamom, rounding to cocoa nib in the long.",Price: $30.00/6 ounces, Sep 2021
93.0,Panama Cantar Dorado Ruisenor,"Richly sweet, elegantly tart. Wisteria, pomegranate, fresh-cut fir, marjoram, orange zest in aroma and cup. Sweet structure with balanced acidity; lively, silky mouthfeel. The finish consolidates to suggestions of fir, marjoram and orange zest.",Price: HKD $300/100 grams, Sep 2021
91.0,Bolivia Finca El Arcangel,"Crisply sweet, delicately aromatic. Hazelnut, date, tiger lily, fresh-cut fir, agave syrup in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. The wood-framed finish is sweetly nut-toned into the long.",Price: HKD $138/100 grams, Sep 2021
93.0,Marsella Gesha #108 (Innovation Series),"Delicately sweet-tart, fruit-driven. Lychee, raspberry, cocoa nib, honeysuckle, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; crisp, satiny mouthfeel. Finish consolidates to notes of honeysuckle and cocoa nib.",Price: $21.00/113 grams, Sep 2021
93.0,Santuario Gesha #113 (Innovation Series),"Floral-toned, sweetly fermenty. Ginger blossom, baking chocolate, black cherry, lemon zest, wine barrel in aroma and cup. Sweet-savory structure with brisk acidity; silky, lightly viscous mouthfeel. The spice-toned, floral finish is supported by notes of wine barrel.",Price: $21.00/113 grams, Sep 2021
95.0,Ethiopia Guji Laayoo Natural,"Vibrant, high-toned, delicately fruity. Strawberry guava, pink grapefruit zest, lemon balm, spearmint, cocoa nib in aroma and cup. Balanced, sweetly tart with gently juicy acidity; silky, elegant mouthfeel. Cocoa-driven finish with undertones of citrus and sweet herbs.",Price: $24.95/12 ounces, Aug 2021
95.0,Colombia Cafe Granja La Esperanza Sidra Natural,"Fruit-centered, chocolaty, balanced. Lychee, cocoa nib, lavender, nutmeg, sandalwood in aroma and cup. Sweetly savory with juicy acidity; round, viscous mouthfeel. Long, lingering, flavor-saturated finish with pretty notes of lychee and cocoa nib supported by lavender.",Price: $45.00/175 grams, Aug 2021
94.0,Kenya Gatomboya,"Rich-toned, enigmatic, complex. Red currant, star jasmine, pomegranate, dark chocolate, cedar in aroma and cup. Sweet-tart structure with juicy, high-toned acidity; full, syrupy-smooth mouthfeel. The flavor-saturated finish consolidates to notes of red currant and dark chocolate with hints of cedar.",Price: $24.00/12 ounces, Aug 2021
94.0,Nicaragua La Bendicion Yellow Maracaturra Natural,"Crisp, balanced, bright. Red currant, thyme, wild honey, cocoa nib, amber in aroma and cup. Sweetly tart with crisp, lively acidity; viscous, almost creamy mouthfeel. Finish is sweetly herbaceous with hints of wild honey.",Price: $14.95/6 ounces, Aug 2021
94.0,Kona Lactic Washed,"Richly sweet, deeply savory. Dried persimmon, baking chocolate, hop flowers, myrrh, tarragon in aroma and cup. Savory-sweet structure with gentle, round acidity; very smooth, satiny mouthfeel. The rich, resonant, exceptionally long finish centers around notes of persimmon and chocolate supported by myrrh and tarragon.",Price: $24.95/4 ounces, Aug 2021
93.0,Ecuador Hacienda Legrand Robusta,"Evaluated as espresso. Citrusy, sweetly nut-toned. Tangerine, hazelnut, cocoa nib, Italian parsley, freesia-like flowers in aroma and small cup. Buoyant, creamy mouthfeel; in the finish rich and cocoa-driven with deep hazelnut notes carrying far into the sweet long. Quiets and simplifies in three parts milk, turning delicately nut-toned.",Price: $18.95/12 ounces, Aug 2021
92.0,Glory Days,"Deeply sweet, chocolaty and nut-toned. Baking chocolate, almond brittle, gardenia, date, gently scorched oak in aroma and cup. Sweet-toned structure with gentle, round acidity; smooth, velvety mouthfeel. Chocolaty, nut-driven finish with undertones of gardenia and date.",Price: $20.00/12 ounces, Aug 2021
95.0,Kenya Kamwangi,"Sweetly tart, richly savory. Star jasmine, pink grapefruit zest, ripe blackberry, cocoa nib, toffee in aroma and cup. Brightly tart-savory, complex structure with juicy acidity; plush, very syrupy mouthfeel. Star jasmine and blackberry notes lead in the long, resonant finish.",Price: $24.00/12 ounces, Aug 2021
93.0,El Salvador Pacamara,"Chocolaty, sweetly savory. Baking chocolate, lemon verbena, pomegranate, fresh-cut oak, maple syrup in aroma and cup. Sweet-toned structure with round acidity; full, satiny mouthfeel. Quiet finish leads with notes of baking chocolate and maple syrup, supported by undertones of fresh-cut oak.",Price: $17.95/12 ounces, Aug 2021
93.0,GK Classic Manba Blend Espresso,"Evaluated as espresso. Richly aromatic, chocolaty, earth-toned. Dark chocolate, shiitake mushroom, pomegranate syrup, cedar, marjoram in aroma and small cup. Velvety-smooth mouthfeel; crisp, chocolaty-tart finish. In three parts milk, tart fruit and sweet chocolate harmonize, supported by savory undertones of mushroom and sweet herbs.",$250/227 grams, Aug 2021
92.0,Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,"Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity; crisp, velvety mouthfeel. Chocolaty finish with blueberry and almond undertones.",Price: $17.95/12 ounces, Aug 2021
94.0,Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,"Delicate, richly sweet, floral-toned. Star jasmine, raspberry, cocoa nib, maple syrup, sandalwood in aroma and cup. Bright, sweet-tart structure with juicy acidity; plush, satiny mouthfeel. The long finish centers around deep floral and bright berry tones, grounded by cocoa nib.",$755/113 grams, Aug 2021
90.0,Bayou Buzz Breakfast Blend,"Friendly, balanced, bittersweet. Cocoa powder, hop flowers, raisin, lily, fresh-cut fir in aroma and cup. Savory-sweet structure with bittersweet acidity; full, syrupy mouthfeel. The gently drying finish centers around notes of cocoa powder and fir.",Price: $14.00/12 ounces, Aug 2021
93.0,Banti Nenga Hambela Wamena,"Very fruit-centric, spicily floral. Watermelon candy, star jasmine, agave syrup, pistachio butter, pink peppercorn in aroma and cup. Brightly sweet-tart with energetic acidity; very full, viscous mouthfeel. Resonant, fruit-focused finish with pistachio undertones.",Price: $22.00/12 ounces, Aug 2021
94.0,Ethiopia Guji Natural Euphora Special Lot,"Richly sweet, deep-toned, bright and juicy. Pomegranate, dark chocolate, marshmallow, hazelnut butter, key lime in aroma and cup. Sweet structure with high-toned, balanced acidity; full, syrupy-smooth mouthfeel. The cleanly fruit-toned finish is supported by notes of hazelnut and key lime.",$320/8 ounces, Aug 2021
93.0,Phu-Long-Kong,"High-toned, spice-driven, deeply sweet. Almond nougat, freesia-like flowers, dried apricot, cedar, thyme in aroma and cup. Balanced, sweet-savory structure with gentle acidity; plush, satiny-smooth mouthfeel. The finish leads with notes of almond nougat and undertones of rich aromatic wood.",$250/200 grams, Aug 2021
92.0,Espresso Blend,"Evaluated as espresso. Crisply sweet-tart, fruit-toned. Dried raspberry, baking chocolate, Brazil nut, fir, molasses in aroma and small cup. Velvety-smooth mouthfeel; crisp, chocolaty finish. In three parts milk, chocolate and dried fruit notes come forward; nut and aromatic wood suggestions recede.",$400/230 grams, Aug 2021
91.0,Ethiopia Hambela G1,"Deep-toned, chocolaty. Baking chocolate, date, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny mouthfeel. Crisp, chocolaty finish with undertones of hazelnut and date.",$260/227 grams, Aug 2021
95.0,Sudan Rume,"Complex, sweetly and intricately herbaceous, citrusy. Lemon verbena, cardamom, cocoa nib, ginger, aromatic orchid in aroma and cup. Sweetly savory with delicately juicy acidity; crisp, silky mouthfeel. Long, resonant, flavor-saturated finish.",Price: $30.00/8 ounces, Aug 2021
93.0,Sumatra Lintong,"Sweetly savory, deep-toned. Pipe tobacco, sandalwood, rhododendron, tangerine zest, date in aroma and cup. Savory-leaning structure with richly bittersweet acidity; very full, viscous mouthfeel. The crisp, sweet finish centers around notes of earthy pipe tobacco and date.",Price: $18.99/12 ounces, Aug 2021
97.0,Testi Ayla Double Ethiopia,"High-toned, floral-driven, lyrically sweet. Wisteria, Keemun tea, white nectarine, fresh-cut basil, pink peppercorn in aroma and cup. Impeccably crystalline, balanced structure with buoyant acidity; delicately satiny mouthfeel. Very long, integrated, satisfying finish, with fruit and floral notes singing into the long.",Price: $54.95/12 ounces, Aug 2021
94.0,Primavera Colombia Espresso,"Evaluated as espresso. Crisply sweet, balanced, deep-toned. Pomegranate, dark chocolate, molasses, sandalwood, lilac in aroma and small cup. Viscous, full mouthfeel; tart, chocolaty finish. In cappuccino-scaled milk, chocolaty and richly floral-toned.",Price: $19.00/12 ounces, Aug 2021
93.0,Andi Sumatra,"Deeply sweet, richly savory. Black cherry, freesia-like flowers, almond, dark chocolate, fresh-cut cedar in aroma and cup. Sweet-savory structure with gentle, round acidity; plush, creamy mouthfeel. The resonant finish consolidates around notes of black cherry and dark chocolate with cedar undertones.",Price: $19.50/12 ounces, Aug 2021
94.0,Gigesa Ethiopia,"Delicate, richly aromatic, complex. Tangerine zest, cocoa nib, guava, marjoram, jasmine in aroma and cup. Sweet-tart structure with zesty-bright acidity; silky, vibrant mouthfeel. The finish leads with notes of guava and tangerine zest, rounding to cocoa and marjoram in the long.",Price: $18.00/12 ounces, Aug 2021
93.0,Guatemala Buena Vista Single-Origin Espresso,"Evaluated as espresso. Rich-toned, deeply chocolaty. Dark chocolate, raspberry, molasses, hazelnut, fresh-cut oak in aroma and small cup. Very syrupy mouthfeel; chocolaty, nut-toned finish. In three parts milk, a pretty floral note suggesting gardenia surfaces alongside raspberry and chocolate.",Price: $22.50/12 ounces, Aug 2021
93.0,Ethiopia Reko Yirgacheffe,"Floral-toned, deeply sweet. Tea rose, nectarine, sandalwood, cocoa nib, agave syrup in aroma and cup. Sweetly tart in structure with juicy, vibrant acidity and lightly satiny mouthfeel. Finish leads with notes of cocoa nib and tea rose, supported by hints of nectarine.",Price: $20.50/12 ounces, Aug 2021
93.0,Medina Natural,"Gently fruit-toned, richly bittersweet. Raspberry, hop flowers, baking chocolate, honey, lemon verbena in aroma and cup. Sweet-savory structure with balanced acidity; viscous, satiny mouthfeel. The quietly intricate finish centers around raspberry and chocolate suggestions.",Price: $20.50/12 ounces, Aug 2021
93.0,Sadah Kuhlani Yemen,"Fruit-centered, sweetly herb-toned. Cherry, lemon-thyme, tiger lily, wild honey, fresh-cut oak in aroma and cup. Sweetly savory with brisk acidity; full, syrupy-smooth mouthfeel. The crisply sweet finish consolidates around notes of honey and oak.",Price: $39.95/12 ounces, Aug 2021
93.0,Gura Kenya,"Citrusy, floral-toned. Bergamot, rhododendron, cashew butter, cocoa nib, maple syrup in aroma and cup. Sweetly tart with pert acidity; very full, syrupy-smooth mouthfeel. The finish centers around notes of cashew butter and maple syrup with a hint of bergamot.",Price: $22.00/12 ounces, Aug 2021
92.0,Ethiopia Nano Genji,"Bright, richly chocolaty. Dark chocolate, pink grapefruit zest, plum, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity; full, velvety mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut cedar.",Price: $21.50/12 ounces, Aug 2021
93.0,Fruit Candy Espresso Blend,"Evaluated as espresso. Watermelon, Nutella, freesia-like flowers, cedar, brown sugar in aroma and small cup. Lightly satiny mouthfeel; floral-toned finish with chocolate and hazelnut undertones. Rich and deep in cappuccino-scaled milk with notes of Nutella and freesia carrying into a long finish.",$400/227 grams, Aug 2021
91.0,BNT Espresso Blend,"Evaluated as espresso. Richly sweet, caramel-toned. Dark caramel, orange zest, pecan, raisin, oak in aroma and small cup. Velvety mouthfeel; sweet, wood-framed finish with undertones of pecan and raisin. In three parts milk, richly caramel- and nut-toned, nuanced with sweet floral suggestions.",$350/227 grams, Aug 2021
92.0,Haitian Blue Zombie Desert,"Soft, round, quietly vibrant. Cashew, red plum, tea rose, baking chocolate, cedar in aroma and cup. Sweet structure with crisply bright acidity; lightly syrupy mouthfeel. The finish consolidates to notes of baking chocolate and cedar.",Price: $14.99/12 ounces, Aug 2021
90.0,Dominican Republic Organic Ramirez Estate,"Delicate, sweet, quietly nuanced. Clover, oak, cocoa powder, macadamia nut, agave syrup in aroma and cup. Sweet-toned with a quietly present, backgrounded acidity; velvety-smooth mouthfeel. Sweet, subtly complex finish.",Price: $12.99/12 ounces, Aug 2021
91.0,Amasia Blend,"Evaluated as espresso. Gently fruit-toned, crisply chocolaty. Brazil nut, dried apricot, cocoa powder, marshmallow, orange zest in aroma and small cup. Lightly creamy mouthfeel; richly sweet, nut-driven finish. In three parts milk, cocoa powder and Brazil nut sweetly mingle.",Price: $15.95/12 ounces, Aug 2021
94.0,Classic MK Blend,"Evaluated as espresso. Integrated, cocoa-and floral-toned. Cocoa powder, star jasmine, toffee, dried plum, clove in aroma and small cup. Juicy, lightly satiny mouthfeel; cocoa-driven finish with undertones of sweet clove. In three parts milk, spice-dominant (think clove and fresh-cut thyme) with understated but ever-present cocoa.",$450/225 grams, Aug 2021
94.0,Espresso Blend,"Evaluated as espresso. Crisply sweet, cocoa-driven. Cocoa nib, tangerine zest, pipe tobacco, alyssum, maple syrup in aroma and small cup. Richly smooth, satiny mouthfeel; crisp, cocoa-toned finish with undertones of pipe tobacco. In three parts milk, complex and floral — think cocoa nib with edible flowers.",$450/225 grams, Aug 2021
93.0,Espresso Nuevo,"Evaluated as espresso. Richly bittersweet, gently herb-toned. Dried persimmon, macadamia nut, lime zest, scorched maple, rosemary blossom in aroma and small cup. Crisp, satiny mouthfeel; sweetly nutty, herb-toned finish. In three parts milk, both richly sweet (creamy macadamia nut and dried persimmon) and subtly earth-toned (rosemary blossom, scorched maple).",Price: $14.95/12 ounces, Aug 2021
92.0,Red Clay Espresso Blend,"Evaluated as espresso. Richly sweet-savory, unapologetically earth-toned. Pipe tobacco, dried cherry, hazelnut, caramel, a hint of cumin in aroma and small cup. Plush, velvety mouthfeel; the finish consolidates to hazelnut and a cumin-like spice. Milk quiets the tobacco tones and elevates the dried cherry and sweet hazelnut.",Price: $14.99/12 ounces, Aug 2021
92.0,Espresso Fino,"Evaluated as espresso. Richly bittersweet, gently chocolaty. Dried apricot, cocoa powder, fresh-cut cedar, almond, magnolia in aroma and small cup. Plump, creamy mouthfeel; cocoa- and cedar-toned finish. Three parts milk amplifies cocoa, apricot and magnolia notes, while almond and cedar provide pleasing structural undertones.",Price: $16.00/12 ounces, Aug 2021
91.0,Campfire Blend,"Evaluated as espresso. Deeply sweet, caramelly. Golden raisin, dark caramel, hazelnut, rhododendron, oak in aroma and cup. Satiny-smooth mouthfeel; the crisp, caramelly finish is complicated by notes of fresh-cut oak. Balanced and complete in three parts milk with deep caramel and sweet hazelnut notes.",$530/12 ounces, Aug 2021
91.0,Durango Espresso,"Evaluated as espresso. Richly bittersweet, roast-rounded. Cashew butter, lemon zest, scorched pine, pear, molasses in aroma and small cup. Full, creamy mouthfeel; sweetly nut-toned finish with hints of scorched pine. The milk shot is balanced with molasses and cashew notes in front and scorched pine in the long.",Price: $13.20/12 ounces, Aug 2021
96.0,Bull Demon King,"Evaluated as espresso. Dark chocolate, Concord grape, scorched sugarcane, sandalwood, wisteria in aroma and small cup. Viscous, syrupy mouthfeel; richly chocolaty, sweetly smoky finish with floral depth. In three parts milk, decadent perfection: layers of undulating chocolate, wisteria and scorched sugarcane carry far into the long finish.",$550/8 ounces, Aug 2021
95.0,Golden Parrot Blend,"Evaluated as espresso. Complex, multilayered, cerebral. Dark chocolate, petrichor, ripe pluot, tiger lily, pink peppercorn in aroma and small cup. Lush, syrupy mouthfeel; crisp, rich-toned finish. Layers of aroma and flavor in three parts milk, from sweet pluot and dark chocolate to spice-toned tiger lily and pink peppercorn in the finish.",$210/8 ounces, Aug 2021
94.0,Chocolate Lover’s Espresso,"Evaluated as espresso. Richly chocolaty, nut-toned. Chocolate fudge, pistachio, gardenia, scorched mesquite, molasses in aroma and small cup. Full, creamy mouthfeel; chocolaty, pleasingly smoky-sweet finish. In three parts milk, think Snicker’s bar with extra caffeine.",$300/225 grams, Aug 2021
92.0,Dharma Espresso Blend,"Evaluated as espresso. Chocolaty and richly bittersweet. Green apple, baking chocolate, black walnut, scorched allspice, fresh-cut fir in aroma and small cup. Delicate, smooth mouthfeel; punchy, chocolate- and walnut-toned finish. Three parts milk elevates both chocolate and spice and adds lily-like flowers to the profile.",Price: $16.50/12 ounces, Aug 2021
93.0,Sudan Rume,"Rich-toned, deeply sweet-savory. Black cherry, almond nougat, hop flowers, cedar, marjoram in aroma and cup. Richly bittersweet structure with gentle, round acidity; very full, syrupy mouthfeel. The finish leads with bittersweet floral notes that suggest hop flowers, with undertones of stone fruit and almond nougat.",Price: $24.99/12 ounces, Aug 2021
95.0,Tanzania Gesha Peaberry,"Lyrically balanced, richly spice-toned. Bergamot, wisteria, cocoa nib, sugarcane, guava in aroma and cup. Intoxicatingly sweet structure with delicately bright acidity; buoyant, silky mouthfeel. Resonant, flavor-saturated, very long finish.",Price: $74.95/4 ounces, Aug 2021
92.0,Panama Geisha,"Richly sweet, floral-toned. Honeysuckle, raisin, pistachio, caramel, fresh-cut cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. Floral and nut-toned finish.",Price: $40.00/8 ounces, Aug 2021
95.0,Ethiopia Natural Guji D Minor 21/01,"Complex, bright, cleanly fruit-forward. Meyer lemon zest, ripe plum, cocoa nib, violet, black sage in aroma and cup. Sweetly tart with crisp, juicy acidity; silky, supple mouthfeel. Deeply layered finish centered on stone fruit and cocoa.",$375/8 ounces, Aug 2021
95.0,Ethiopia Hambela Yellow Honey James Selection,"Crisply sweet-tart, bright and juicy. Tamarind, pink grapefruit zest, cocoa nib, freesia, redwood in aroma and cup. Bright, juicy, electric acidity; deep, syrupy-smooth mouthfeel. Sweet, long finish with notes of cocoa nib and pink grapefruit zest.",$410/8 ounces, Aug 2021
